date,city,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,pressure,AQI
2024-01-31,Delhi,150.57,247.39,103.27,24.1,2.413,30.03,25.5,70.1,1.7,1007.8,227.0
2024-01-31,Mumbai,90.11,155.93,64.43,13.15,1.706,28.82,25.0,66.7,7.7,1011.0,130.8
2024-01-31,Bengaluru,80.58,145.66,61.84,9.4,0.842,23.69,26.2,65.4,3.5,1012.3,123.3
2024-01-31,Kolkata,111.12,269.94,75.32,15.33,2.238,26.48,32.1,71.0,2.3,998.8,169.5
2024-01-31,Chennai,68.9,187.24,55.82,10.33,1.516,22.07,19.1,70.6,5.6,997.7,102.9
2024-01-31,Hyderabad,80.61,159.96,58.25,14.73,1.228,17.74,28.3,71.1,2.8,1007.2,116.4
2024-01-31,Ahmedabad,146.13,176.12,59.77,17.85,1.264,39.0,33.4,62.6,8.3,1012.3,218.4
2024-01-31,Pune,85.74,151.96,59.78,12.42,0.956,23.35,27.0,80.1,2.4,1013.7,133.4
2024-02-01,Delhi,264.67,249.1,86.16,20.87,2.703,25.86,28.0,35.4,2.6,1008.4,395.0
2024-02-01,Mumbai,111.66,172.19,67.52,15.94,1.676,21.18,34.2,73.0,3.0,996.1,166.6
2024-02-01,Bengaluru,60.47,116.21,61.63,15.7,1.423,15.03,29.8,77.5,6.8,998.3,91.0
2024-02-01,Kolkata,121.38,238.85,49.45,24.92,1.984,17.53,34.6,79.9,5.2,1011.4,180.8
2024-02-01,Chennai,102.78,114.14,36.35,11.23,1.526,17.82,28.2,56.7,8.7,1001.2,151.8
2024-02-01,Hyderabad,78.23,188.88,62.74,18.26,1.283,21.26,19.3,45.1,7.2,1008.9,113.9
2024-02-01,Ahmedabad,95.83,203.76,57.39,19.61,2.046,22.22,23.5,48.3,2.0,999.5,145.6
2024-02-01,Pune,114.8,178.9,38.24,17.3,1.148,17.5,22.5,52.8,5.1,1010.9,169.8
2024-02-02,Delhi,269.24,241.47,82.95,23.31,2.573,24.0,26.3,75.2,2.1,996.3,407.2
2024-02-02,Mumbai,134.11,137.0,76.43,14.77,1.553,31.24,28.5,47.9,7.5,996.5,196.8
2024-02-02,Bengaluru,89.39,123.66,39.8,15.91,1.341,21.63,18.8,58.0,2.3,1008.6,137.3
2024-02-02,Kolkata,134.93,172.25,74.59,15.43,1.459,19.49,23.0,79.2,1.3,1009.6,199.8
2024-02-02,Chennai,70.17,143.97,49.46,10.61,1.111,19.16,21.6,79.2,5.2,1009.9,108.3
2024-02-02,Hyderabad,103.57,206.98,65.47,14.65,1.478,25.68,34.4,60.1,4.1,1000.0,153.5
2024-02-02,Ahmedabad,99.77,257.39,70.96,14.11,2.072,29.68,31.8,85.0,8.8,998.2,151.2
2024-02-02,Pune,82.55,190.36,66.02,10.56,1.661,20.16,33.2,74.9,3.8,1014.5,127.3
2024-02-03,Delhi,167.58,354.65,104.17,26.85,2.796,18.68,30.6,82.4,5.5,1008.4,248.2
2024-02-03,Mumbai,134.45,216.3,63.7,14.17,1.432,18.82,22.2,45.9,5.2,996.0,205.9
2024-02-03,Bengaluru,59.1,99.62,57.86,16.02,1.351,21.47,18.4,64.3,8.3,1013.0,92.1
2024-02-03,Kolkata,175.16,306.32,62.1,24.29,1.65,17.7,23.4,41.8,2.3,1016.9,265.7
2024-02-03,Chennai,102.11,165.61,38.62,18.45,1.429,36.26,32.2,46.2,5.7,999.9,151.2
2024-02-03,Hyderabad,97.95,124.23,63.69,20.31,1.828,23.75,35.9,83.3,1.3,1009.3,151.1
2024-02-03,Ahmedabad,153.66,173.17,63.19,24.23,1.255,34.69,22.3,84.1,2.3,1015.5,226.4
2024-02-03,Pune,108.04,173.35,65.05,13.94,1.1,20.79,19.2,47.8,1.9,996.0,160.9
2024-02-04,Delhi,237.03,430.57,108.3,23.9,2.077,31.1,19.8,59.0,7.9,1010.3,357.4
2024-02-04,Mumbai,82.95,130.98,77.28,14.03,1.283,38.12,19.3,43.5,4.0,1012.1,124.9
2024-02-04,Bengaluru,89.2,96.75,54.09,13.67,1.108,15.62,35.0,43.2,8.1,999.5,129.8
2024-02-04,Kolkata,118.56,195.36,75.15,21.76,2.003,21.12,23.1,46.9,1.4,1008.6,181.2
2024-02-04,Chennai,63.37,139.31,45.92,12.62,1.404,29.16,21.6,36.3,2.4,1002.4,90.9
2024-02-04,Hyderabad,106.15,141.6,52.55,15.9,1.579,17.5,27.8,44.2,8.1,1004.1,158.7
2024-02-04,Ahmedabad,102.96,203.64,50.81,16.53,1.179,34.85,30.0,39.3,3.8,1007.9,159.1
2024-02-04,Pune,101.17,165.15,63.6,17.15,1.218,26.74,33.6,58.7,8.1,1006.5,147.5
2024-02-05,Delhi,258.27,379.2,88.11,29.77,2.644,34.26,29.2,41.0,7.1,999.8,392.2
2024-02-05,Mumbai,133.46,208.57,49.65,15.26,1.862,26.55,36.0,66.4,7.7,1001.7,204.3
2024-02-05,Bengaluru,89.89,94.75,47.76,12.01,1.003,20.52,26.2,78.7,7.3,1009.7,135.1
2024-02-05,Kolkata,137.05,227.68,53.02,20.21,2.033,35.14,34.6,63.1,1.8,1002.3,205.9
2024-02-05,Chennai,72.51,143.87,44.63,14.28,1.364,17.01,23.0,42.2,5.9,1011.3,104.1
2024-02-05,Hyderabad,108.57,143.82,47.18,18.36,1.804,34.26,18.4,75.9,3.4,1002.2,162.8
2024-02-05,Ahmedabad,134.13,157.86,74.26,14.99,2.055,27.68,32.9,48.5,4.3,1010.2,198.1
2024-02-05,Pune,79.38,191.1,60.43,16.64,1.562,32.68,27.3,42.9,3.5,1007.1,115.4
2024-02-06,Delhi,251.84,412.47,63.13,19.58,2.687,38.09,22.5,57.8,8.3,1011.5,375.5
2024-02-06,Mumbai,124.19,176.54,69.2,12.39,1.034,25.14,28.7,43.9,8.0,1008.9,184.8
2024-02-06,Bengaluru,57.46,158.3,58.85,14.25,0.976,22.73,20.9,63.6,8.7,1014.9,87.7
2024-02-06,Kolkata,159.35,206.75,63.55,13.67,2.056,31.57,18.2,80.6,6.2,1009.2,234.1
2024-02-06,Chennai,68.11,179.82,42.4,18.44,1.39,25.35,24.8,52.4,3.0,1006.3,103.9
2024-02-06,Hyderabad,105.12,150.13,42.64,16.11,1.58,33.14,24.7,67.4,5.9,1002.6,153.8
2024-02-06,Ahmedabad,88.6,268.95,65.93,23.36,1.371,33.9,34.1,49.9,2.2,1012.8,136.9
2024-02-06,Pune,113.59,189.03,55.97,15.79,1.419,30.6,29.8,84.9,3.1,1005.2,169.3
2024-02-07,Delhi,150.01,377.95,91.8,19.53,2.544,23.34,27.6,74.2,8.3,1010.8,225.1
2024-02-07,Mumbai,125.55,211.97,78.46,12.94,1.092,19.67,22.7,75.4,7.1,1000.0,190.1
2024-02-07,Bengaluru,64.9,96.46,46.75,14.68,0.99,30.76,24.0,48.0,3.4,1014.7,97.1
2024-02-07,Kolkata,175.66,252.03,85.11,14.26,2.171,26.01,33.6,54.1,3.4,997.2,267.0
2024-02-07,Chennai,62.59,124.67,45.38,15.0,1.592,26.08,23.7,70.8,7.2,1006.7,95.2
2024-02-07,Hyderabad,70.94,172.91,39.36,13.83,1.666,19.11,31.8,59.5,7.1,997.9,107.5
2024-02-07,Ahmedabad,129.61,195.94,77.78,17.86,1.156,22.03,24.7,35.7,3.6,1014.3,191.3
2024-02-07,Pune,106.18,172.16,44.84,16.07,1.16,18.28,24.9,64.4,2.3,1014.1,157.3
2024-02-08,Delhi,181.9,381.93,93.09,21.66,2.761,41.89,24.2,80.1,3.9,1000.1,277.3
2024-02-08,Mumbai,130.1,165.8,53.57,18.18,1.121,33.24,28.6,43.4,3.9,1010.3,190.5
2024-02-08,Bengaluru,88.27,109.24,52.27,9.33,1.452,28.24,29.8,36.0,6.5,1005.2,131.2
2024-02-08,Kolkata,148.09,236.31,53.21,21.45,1.898,21.86,29.9,68.1,3.2,1009.3,218.5
2024-02-08,Chennai,95.87,115.97,54.3,11.1,0.984,18.5,21.6,45.0,3.1,1007.5,140.8
2024-02-08,Hyderabad,98.74,140.35,40.52,15.97,1.187,35.01,24.0,35.1,6.4,1016.0,151.5
2024-02-08,Ahmedabad,132.17,164.21,45.85,19.33,1.815,19.75,22.6,46.6,8.9,1002.5,197.9
2024-02-08,Pune,72.95,128.77,38.21,12.59,1.512,22.1,31.3,39.7,7.1,997.0,112.9
2024-02-09,Delhi,228.39,269.58,80.48,23.1,2.404,39.08,19.7,75.7,2.5,1004.8,347.2
2024-02-09,Mumbai,89.76,163.93,77.47,18.88,1.569,34.65,20.0,69.8,1.5,1016.7,131.2
2024-02-09,Bengaluru,68.37,134.97,60.49,14.17,0.906,22.6,24.5,36.4,6.5,1014.4,107.3
2024-02-09,Kolkata,112.09,300.54,51.59,18.18,1.281,21.04,23.7,70.2,6.4,1012.9,168.9
2024-02-09,Chennai,83.12,195.58,52.89,13.0,1.298,31.33,19.7,68.1,3.0,1003.6,126.4
2024-02-09,Hyderabad,81.92,192.55,57.96,20.68,1.055,28.98,20.8,77.4,7.8,1015.1,118.6
2024-02-09,Ahmedabad,119.4,175.66,77.95,14.02,1.334,32.32,25.3,46.7,4.7,1013.6,178.6
2024-02-09,Pune,116.54,154.92,40.72,14.38,1.398,17.73,25.4,62.9,1.0,998.0,175.9
2024-02-10,Delhi,222.86,296.61,88.44,19.78,2.47,40.81,24.5,37.7,2.8,1006.0,334.9
2024-02-10,Mumbai,111.47,173.16,70.04,18.07,1.107,33.81,22.0,52.1,7.6,1017.2,165.1
2024-02-10,Bengaluru,72.95,143.52,37.25,10.22,0.878,29.34,31.0,40.3,5.9,1000.1,113.7
2024-02-10,Kolkata,134.75,233.81,78.55,21.7,1.346,24.22,34.7,76.9,5.7,1013.0,201.6
2024-02-10,Chennai,87.61,193.6,37.48,14.39,1.303,17.25,34.8,76.9,4.9,1007.2,135.6
2024-02-10,Hyderabad,70.96,167.54,63.74,12.43,1.343,28.09,33.9,60.2,4.1,1017.5,110.6
2024-02-10,Ahmedabad,138.89,179.74,77.71,24.62,1.555,20.49,25.4,70.0,7.0,1002.6,210.4
2024-02-10,Pune,116.78,180.34,66.6,15.55,1.05,28.58,23.2,52.3,6.4,1017.6,176.7
2024-02-11,Delhi,265.2,336.78,98.26,21.44,1.723,26.45,26.6,63.5,6.3,1005.2,400.3
2024-02-11,Mumbai,125.3,153.39,77.34,18.96,1.46,17.37,20.6,68.5,2.6,1012.5,184.6
2024-02-11,Bengaluru,62.78,108.84,61.63,14.26,0.982,30.07,18.6,75.7,1.8,1015.1,96.6
2024-02-11,Kolkata,175.52,274.91,69.67,16.18,2.06,32.22,23.2,68.2,8.4,1004.5,267.9
2024-02-11,Chennai,102.84,134.91,49.5,10.19,1.089,29.6,32.1,78.5,7.6,1016.1,156.3
2024-02-11,Hyderabad,95.79,184.49,57.57,16.99,1.679,35.66,23.3,43.9,6.5,1000.1,140.4
2024-02-11,Ahmedabad,121.0,192.67,58.19,19.85,1.245,30.95,22.6,51.5,6.7,999.4,178.0
2024-02-11,Pune,85.78,116.88,66.5,15.4,1.404,25.8,28.3,52.9,7.3,1003.0,125.9
2024-02-12,Delhi,168.55,248.94,88.27,22.79,2.29,20.21,22.0,45.7,3.7,1003.9,250.0
2024-02-12,Mumbai,119.77,179.22,83.07,19.11,1.856,17.0,30.0,57.3,8.2,1009.5,180.9
2024-02-12,Bengaluru,91.82,142.02,45.7,15.99,1.419,22.72,27.7,49.1,8.3,1014.1,136.5
2024-02-12,Kolkata,170.16,232.16,48.81,23.79,1.435,26.29,35.1,43.4,8.7,1007.8,250.3
2024-02-12,Chennai,59.14,167.53,55.88,17.55,1.222,18.44,27.7,70.1,8.8,1013.1,90.2
2024-02-12,Hyderabad,111.22,183.7,44.37,15.61,1.295,17.42,19.0,74.7,5.5,1008.6,164.1
2024-02-12,Ahmedabad,102.62,194.03,65.55,18.43,1.136,33.02,27.6,67.1,5.9,1012.6,154.8
2024-02-12,Pune,107.57,118.97,66.36,11.0,1.5,21.87,19.6,73.3,4.5,1004.7,163.0
2024-02-13,Delhi,204.75,342.75,68.8,22.43,2.64,31.1,35.3,42.2,6.4,1016.1,310.1
2024-02-13,Mumbai,118.31,162.6,81.26,16.51,1.488,19.56,18.1,64.8,5.3,1016.8,175.5
2024-02-13,Bengaluru,82.73,158.99,46.4,12.13,1.218,25.25,20.9,46.0,7.7,1000.3,120.9
2024-02-13,Kolkata,169.89,290.72,81.37,24.18,2.282,25.19,27.9,49.5,1.5,998.2,257.1
2024-02-13,Chennai,79.39,136.57,37.29,15.74,0.973,29.58,34.2,50.9,4.6,1009.6,117.1
2024-02-13,Hyderabad,92.44,166.29,51.45,14.24,1.378,15.7,22.4,46.1,6.9,1005.6,142.1
2024-02-13,Ahmedabad,93.67,237.08,74.59,18.77,1.464,24.49,27.9,43.8,5.9,1014.5,144.1
2024-02-13,Pune,75.26,163.71,45.3,17.74,0.955,17.17,18.3,60.4,1.2,1008.8,111.9
2024-02-14,Delhi,219.24,417.91,90.72,24.63,2.91,29.33,32.0,53.3,2.8,1013.0,331.2
2024-02-14,Mumbai,90.96,172.27,64.4,15.01,1.442,31.64,33.3,75.3,5.9,999.6,136.6
2024-02-14,Bengaluru,69.68,103.36,64.98,14.02,1.434,29.72,26.7,52.9,2.8,1006.7,100.1
2024-02-14,Kolkata,132.72,174.16,55.38,23.9,1.613,25.37,26.2,37.3,8.8,1003.1,201.1
2024-02-14,Chennai,81.03,182.06,57.64,12.36,1.314,19.96,29.8,53.3,6.2,1014.4,121.7
2024-02-14,Hyderabad,81.47,199.1,56.55,14.59,1.758,25.73,26.7,65.2,5.0,999.1,118.9
2024-02-14,Ahmedabad,89.55,225.91,50.28,15.59,1.468,34.04,20.1,46.5,7.5,1011.8,134.1
2024-02-14,Pune,94.78,132.23,42.07,17.28,0.913,16.5,28.3,43.1,6.0,996.9,142.9
2024-02-15,Delhi,152.58,287.27,71.11,30.6,2.374,31.53,18.3,71.0,6.3,1002.2,224.7
2024-02-15,Mumbai,100.83,228.04,78.1,12.84,1.725,30.26,32.3,76.0,2.5,1010.5,148.9
2024-02-15,Bengaluru,81.68,115.92,49.77,13.5,0.938,22.71,20.0,45.1,7.9,1007.1,121.7
2024-02-15,Kolkata,113.72,181.87,66.23,20.52,1.273,31.9,27.1,40.9,4.9,998.9,171.6
2024-02-15,Chennai,95.72,188.2,55.92,15.69,1.297,24.2,18.8,61.5,2.8,1013.7,146.5
2024-02-15,Hyderabad,81.73,168.55,64.11,18.51,1.61,17.63,20.4,58.9,2.9,1014.9,120.4
2024-02-15,Ahmedabad,147.13,196.6,49.46,21.61,1.878,30.81,20.1,35.4,6.2,1011.1,218.8
2024-02-15,Pune,88.07,126.86,57.6,12.27,1.553,24.41,24.6,48.8,6.4,1012.6,131.2
2024-02-16,Delhi,243.42,332.47,81.15,24.79,1.909,25.36,24.2,70.3,6.9,1014.8,366.7
2024-02-16,Mumbai,119.46,170.36,71.65,12.75,1.193,25.77,24.1,62.5,6.6,1011.5,175.8
2024-02-16,Bengaluru,92.07,90.01,38.64,10.08,1.406,23.71,19.2,46.1,1.6,996.8,136.9
2024-02-16,Kolkata,185.86,256.41,68.05,21.64,1.863,35.27,32.8,67.0,4.5,1000.4,280.4
2024-02-16,Chennai,94.59,132.48,34.57,15.26,1.292,21.2,21.1,36.8,2.9,996.0,138.5
2024-02-16,Hyderabad,114.23,186.85,51.07,14.99,1.514,26.37,31.3,38.4,1.7,1002.3,174.6
2024-02-16,Ahmedabad,149.88,189.04,77.7,16.63,1.702,21.91,34.7,63.7,3.1,1005.0,220.9
2024-02-16,Pune,71.37,140.25,66.96,17.02,1.631,33.82,32.6,63.7,6.6,1017.3,107.7
2024-02-17,Delhi,241.69,387.91,112.35,23.41,2.187,32.08,18.5,40.8,1.5,1009.9,367.5
2024-02-17,Mumbai,115.04,147.48,56.92,20.37,1.454,17.02,33.0,47.4,1.7,1010.8,175.8
2024-02-17,Bengaluru,53.68,161.13,50.48,11.68,1.385,20.38,35.0,69.2,8.3,1007.0,77.5
2024-02-17,Kolkata,164.34,293.67,55.38,15.78,1.496,28.47,20.8,40.3,8.4,1010.9,248.1
2024-02-17,Chennai,85.46,176.1,49.19,10.45,1.266,29.61,26.9,84.3,8.2,1015.1,128.1
2024-02-17,Hyderabad,113.58,199.94,48.62,13.33,1.506,16.73,32.4,58.9,5.3,1007.1,169.3
2024-02-17,Ahmedabad,133.42,167.42,78.18,21.48,1.562,33.39,18.2,45.5,5.6,1003.2,201.3
2024-02-17,Pune,82.16,164.66,44.47,14.15,1.367,23.21,27.0,45.5,6.6,1004.2,126.8
2024-02-18,Delhi,180.5,271.47,68.52,25.09,1.875,20.4,22.9,46.8,4.5,1004.4,267.2
2024-02-18,Mumbai,132.65,138.99,75.74,12.9,1.44,39.1,33.3,60.9,6.8,1013.3,197.0
2024-02-18,Bengaluru,74.68,133.21,48.08,14.26,0.824,31.28,26.6,66.5,4.6,1003.4,110.6
2024-02-18,Kolkata,149.21,302.19,57.43,13.67,1.36,33.64,35.3,44.9,5.6,1010.3,220.6
2024-02-18,Chennai,93.45,138.79,52.99,14.29,1.462,35.42,24.9,49.3,6.1,999.2,136.9
2024-02-18,Hyderabad,104.25,144.39,60.41,16.69,1.741,17.08,20.9,46.4,3.5,1002.4,154.0
2024-02-18,Ahmedabad,130.41,179.45,58.79,23.38,1.469,31.02,35.4,55.7,2.5,996.5,197.9
2024-02-18,Pune,105.33,202.28,59.16,10.77,1.024,17.74,19.1,78.9,5.4,996.6,157.0
2024-02-19,Delhi,241.07,251.98,75.46,19.04,2.448,39.25,23.6,47.4,3.3,1009.8,357.9
2024-02-19,Mumbai,125.12,126.22,70.28,19.46,1.289,27.47,35.5,62.0,3.2,1005.8,192.4
2024-02-19,Bengaluru,80.54,103.2,54.2,13.81,1.211,26.28,27.4,67.0,3.5,1003.6,121.2
2024-02-19,Kolkata,170.33,231.63,61.79,16.43,1.553,15.6,32.7,77.4,3.8,1006.3,250.6
2024-02-19,Chennai,100.26,192.76,47.34,10.16,1.227,22.53,22.2,35.4,4.0,1005.1,151.0
2024-02-19,Hyderabad,82.44,127.67,63.97,14.94,1.335,21.07,25.6,47.0,7.1,1016.0,126.7
2024-02-19,Ahmedabad,133.29,181.13,69.66,22.76,1.516,37.2,21.3,49.5,6.1,1009.6,197.7
2024-02-19,Pune,103.07,130.03,37.57,10.51,1.307,19.47,19.8,48.5,6.7,1012.0,151.9
2024-02-20,Delhi,164.41,334.71,79.65,21.29,2.642,41.95,26.3,74.6,3.6,1014.6,251.1
2024-02-20,Mumbai,76.3,205.11,47.54,15.71,1.174,35.65,32.7,76.4,2.0,1012.9,111.9
2024-02-20,Bengaluru,83.72,123.62,58.5,9.22,1.094,30.42,27.4,84.1,4.8,1011.0,123.7
2024-02-20,Kolkata,128.71,258.6,48.74,24.24,1.782,20.87,29.5,44.9,8.1,1015.0,190.2
2024-02-20,Chennai,61.42,164.12,42.95,11.53,1.108,18.78,32.2,35.4,1.3,1013.2,91.9
2024-02-20,Hyderabad,93.08,147.65,42.21,12.71,1.087,28.47,34.8,84.8,6.0,997.3,141.1
2024-02-20,Ahmedabad,134.5,244.37,47.15,16.12,2.062,35.69,31.6,75.3,4.5,1000.2,203.6
2024-02-20,Pune,87.83,124.93,65.43,14.27,1.232,21.73,30.5,44.5,2.5,1003.6,134.1
2024-02-21,Delhi,179.96,402.8,109.88,24.79,1.661,21.72,23.3,48.2,3.9,996.0,271.3
2024-02-21,Mumbai,96.45,142.79,45.52,19.43,1.678,22.15,31.0,67.9,5.3,1004.5,144.9
2024-02-21,Bengaluru,71.89,131.95,54.67,11.44,1.215,17.21,27.4,38.3,7.7,998.9,111.6
2024-02-21,Kolkata,118.26,237.89,51.02,20.02,2.115,29.28,27.5,70.1,3.0,1004.1,178.4
2024-02-21,Chennai,59.4,191.24,39.61,14.33,1.579,17.93,32.4,38.0,5.5,1016.6,88.3
2024-02-21,Hyderabad,81.09,180.01,66.87,13.75,1.043,17.06,23.5,82.2,8.7,998.1,123.9
2024-02-21,Ahmedabad,122.28,169.24,61.76,16.31,1.72,21.55,31.5,55.8,1.8,1010.0,182.0
2024-02-21,Pune,93.62,175.86,64.93,11.52,1.035,23.95,24.1,42.9,9.0,1005.7,139.0
2024-02-22,Delhi,184.93,435.08,78.74,22.15,2.595,28.33,31.1,65.4,5.5,1000.7,280.1
2024-02-22,Mumbai,130.59,150.03,81.73,15.5,1.351,33.07,35.7,64.8,5.1,1017.9,193.9
2024-02-22,Bengaluru,63.37,106.64,62.13,9.13,1.336,28.79,23.0,62.7,5.5,1016.4,91.6
2024-02-22,Kolkata,104.06,219.21,52.62,17.67,1.847,20.45,32.6,39.6,4.2,1016.2,158.4
2024-02-22,Chennai,90.73,178.71,38.58,17.21,1.426,28.65,34.3,64.8,3.4,1012.1,136.9
2024-02-22,Hyderabad,65.74,117.37,65.1,14.54,1.714,24.26,33.6,78.5,2.8,1010.4,99.6
2024-02-22,Ahmedabad,84.82,242.62,56.51,16.95,1.16,29.93,20.7,60.1,2.8,997.1,129.6
2024-02-22,Pune,89.83,154.78,55.81,14.44,1.067,21.63,25.1,41.6,1.7,1008.6,130.2
2024-02-23,Delhi,195.42,252.35,88.1,27.94,1.743,21.24,28.1,59.4,6.2,1000.3,294.3
2024-02-23,Mumbai,118.71,149.2,47.55,18.66,1.287,37.5,19.6,68.6,4.4,1003.7,176.3
2024-02-23,Bengaluru,76.06,91.46,45.2,16.55,1.198,34.8,26.0,42.3,1.4,1014.0,111.1
2024-02-23,Kolkata,133.1,277.11,81.42,14.73,1.29,35.34,34.7,78.4,7.6,996.3,201.6
2024-02-23,Chennai,61.34,147.45,34.26,11.89,1.309,20.6,27.4,47.9,4.9,1012.1,88.4
2024-02-23,Hyderabad,98.49,113.77,58.79,17.57,1.046,19.14,23.1,74.5,5.9,997.2,149.3
2024-02-23,Ahmedabad,84.6,194.1,52.46,23.26,1.754,37.45,18.3,78.4,6.2,1001.1,125.7
2024-02-23,Pune,123.45,121.56,46.95,17.57,1.304,19.48,27.0,57.9,8.4,996.5,182.7
2024-02-24,Delhi,211.67,302.45,82.37,19.06,2.034,26.45,29.3,46.8,8.8,1007.0,320.6
2024-02-24,Mumbai,111.85,215.99,78.99,19.02,1.033,29.23,23.0,42.6,8.2,1010.5,163.7
2024-02-24,Bengaluru,66.91,163.37,54.65,13.76,0.937,19.81,20.7,83.5,8.3,1003.2,100.8
2024-02-24,Kolkata,118.66,187.96,68.87,22.66,2.143,22.03,30.7,61.2,2.1,1017.9,182.8
2024-02-24,Chennai,62.97,191.49,60.01,12.82,1.324,36.69,20.1,50.9,8.0,1012.0,97.1
2024-02-24,Hyderabad,108.07,151.75,53.02,15.45,1.815,34.2,34.8,48.7,7.2,998.3,159.0
2024-02-24,Ahmedabad,138.9,221.98,52.3,19.97,1.342,22.79,30.4,53.0,6.5,1006.5,208.4
2024-02-24,Pune,102.03,180.35,48.81,17.44,1.273,18.46,21.5,36.6,7.1,996.3,150.7
2024-02-25,Delhi,197.15,384.86,113.78,27.71,1.657,40.25,35.7,78.4,4.9,1003.1,295.3
2024-02-25,Mumbai,88.2,165.95,46.41,18.26,1.337,23.81,29.0,72.1,5.8,1007.6,136.1
2024-02-25,Bengaluru,84.39,129.59,49.71,15.31,0.813,34.92,27.3,54.8,6.9,1008.3,126.8
2024-02-25,Kolkata,155.29,175.1,58.78,18.03,1.554,32.81,26.3,56.1,5.9,997.2,233.1
2024-02-25,Chennai,62.83,182.09,46.61,16.32,0.983,33.02,34.9,69.8,2.1,1005.1,93.8
2024-02-25,Hyderabad,71.04,168.67,63.14,13.14,1.401,20.8,30.5,80.4,7.4,1011.8,102.8
2024-02-25,Ahmedabad,92.22,201.68,55.8,19.47,1.489,35.75,27.2,82.5,4.0,1004.4,141.0
2024-02-25,Pune,119.75,166.29,57.85,11.38,1.563,19.32,30.8,56.0,3.5,1012.9,179.1
2024-02-26,Delhi,223.78,258.9,68.55,19.72,2.405,24.07,26.3,77.8,5.3,996.1,339.5
2024-02-26,Mumbai,87.64,185.38,63.07,15.14,1.077,30.24,22.4,62.4,6.0,1008.3,134.7
2024-02-26,Bengaluru,52.51,100.99,55.91,9.24,1.358,28.34,33.1,49.9,8.4,997.1,77.9
2024-02-26,Kolkata,116.2,264.78,71.68,21.41,1.86,31.98,21.2,57.8,5.6,1016.5,170.2
2024-02-26,Chennai,70.37,140.01,44.51,10.66,1.224,28.09,23.3,41.7,6.6,1002.0,105.8
2024-02-26,Hyderabad,89.3,178.8,59.77,12.25,1.638,28.68,35.8,59.2,6.5,1016.5,138.8
2024-02-26,Ahmedabad,104.68,221.58,54.11,19.49,2.075,25.61,20.3,63.1,5.2,1009.9,156.9
2024-02-26,Pune,77.56,170.5,59.41,18.54,0.897,16.1,29.3,40.9,7.8,1013.6,121.3
2024-02-27,Delhi,197.27,302.49,91.19,25.98,1.583,22.83,23.1,74.5,3.5,1007.1,294.1
2024-02-27,Mumbai,73.18,195.62,57.91,18.15,1.54,17.45,21.2,51.5,3.7,1010.8,113.9
2024-02-27,Bengaluru,84.84,139.19,50.63,13.78,1.383,25.74,24.0,74.2,4.3,1012.3,130.6
2024-02-27,Kolkata,126.66,272.39,59.76,19.61,1.452,29.86,32.4,79.4,3.8,1017.3,187.8
2024-02-27,Chennai,57.5,196.11,51.64,17.36,1.335,24.61,28.7,78.2,7.0,1011.5,84.4
2024-02-27,Hyderabad,63.27,151.73,55.9,13.48,1.398,35.38,21.9,50.1,1.9,1013.3,97.7
2024-02-27,Ahmedabad,149.76,200.98,43.47,19.0,1.6,21.81,34.6,71.6,5.2,1013.1,221.1
2024-02-27,Pune,117.42,190.93,66.68,15.93,0.998,30.67,26.3,70.7,5.2,996.1,180.4
2024-02-28,Delhi,231.34,355.01,66.2,23.52,1.63,30.49,29.9,50.6,5.6,1002.9,350.9
2024-02-28,Mumbai,92.82,143.53,55.42,14.26,1.389,19.44,20.7,48.7,1.1,1009.7,139.4
2024-02-28,Bengaluru,59.32,116.5,45.62,10.05,1.257,20.67,22.4,38.6,5.9,1003.5,88.4
2024-02-28,Kolkata,112.04,235.79,74.28,14.66,1.289,24.47,21.2,64.8,5.7,1014.4,170.1
2024-02-28,Chennai,85.58,134.89,57.14,16.24,1.411,27.72,35.5,72.8,4.7,998.9,131.5
2024-02-28,Hyderabad,110.16,156.95,54.51,17.77,1.622,25.28,22.2,46.2,7.9,1009.6,169.4
2024-02-28,Ahmedabad,112.23,232.91,66.83,22.53,1.967,27.92,18.5,58.8,3.8,1006.1,165.1
2024-02-28,Pune,111.43,170.03,41.0,10.97,1.524,32.17,23.9,67.5,7.3,1007.7,166.2
2024-02-29,Delhi,197.2,360.37,90.53,30.82,2.084,26.18,32.7,64.5,7.3,1005.6,298.7
2024-02-29,Mumbai,106.78,148.14,70.24,11.95,1.812,29.66,26.8,64.6,4.7,1008.2,163.4
2024-02-29,Bengaluru,58.01,163.01,37.98,9.8,1.331,30.43,24.8,59.7,6.3,998.0,90.2
2024-02-29,Kolkata,177.46,298.07,72.69,13.44,1.387,18.7,27.6,54.5,5.6,1000.3,268.0
2024-02-29,Chennai,71.2,158.41,59.9,12.71,1.62,25.59,35.7,52.2,1.7,996.2,111.7
2024-02-29,Hyderabad,82.94,124.25,49.08,14.74,1.482,16.71,30.7,76.0,3.9,1014.9,128.1
2024-02-29,Ahmedabad,100.94,233.24,56.94,17.1,1.487,26.25,27.8,68.1,4.8,1000.1,150.3
2024-02-29,Pune,120.45,192.64,41.85,18.7,1.411,18.39,19.3,35.8,6.8,1006.7,180.0
2024-03-01,Delhi,193.47,181.32,68.65,16.38,1.568,36.93,28.9,56.3,2.4,1007.2,290.7
